question_id,survey_name,column_name,question_text,import_id,option_text,option_count,observed_min,observed_max,scale_min,scale_max,response_range,n_responses,question_document,text_char_len,text_word_len,has_question_mark,has_percent_symbol,has_money_symbol,is_binary,is_wide_scale,is_continuousish,topic_risk,topic_future,topic_social,topic_money,topic_identity,topic_habit,topic_emotion,topic_politics,topic_environment,topic_probabilistic,q_emb_00,q_emb_01,q_emb_02,q_emb_03,q_emb_04,q_emb_05,q_emb_06,q_emb_07,q_emb_08,q_emb_09,q_emb_10,q_emb_11,q_emb_12,q_emb_13,q_emb_14,q_emb_15,q_emb_16,q_emb_17,q_emb_18,q_emb_19,q_emb_20,q_emb_21,q_emb_22,q_emb_23,q_emb_24,q_emb_25,q_emb_26,q_emb_27,q_emb_28,q_emb_29,q_emb_30,q_emb_31
survey_1::Q11,survey_1,Q11,Which part of the United States do you currently live in?,QID11,"South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL)",4,1.0,4.0,1.0,4.0,3.0,233,"Which part of the United States do you currently live in? South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) | South (TX, OK, AR, LA, KY, TN, MS, AL, WV, DC, MD, DE, VA, NC, SC, GA, FL) Q11",367,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84349583035868e-06,1.1966701400748744e-05,4.4450007454365226e-05,1.990153936745034e-05,5.1922295168421736e-05,-0.000232632917143174,9.924686762685742e-05,7.195086354778311e-05,7.180939978450094e-05,-7.534672584927053e-05,0.0006073150380692938,0.00023881157018586772,0.002970137410742228,-0.0002634393800765361,-0.0006771478073770822,0.002976693643165852,0.0047160928630118875,0.0009492896644184766,-4.8309414536861646e-05,0.003259675278591914,0.0008271022907607371,-0.0004056089051221789,0.0005820225063526449,0.0017805627667235166,0.0036900468661075995,0.0006825668286262229,0.0007848721095545247,-0.00042944598253052046,-0.002779578440482867,0.0004276436869657123,-0.0020227805091588913,0.004642113198756785
survey_1::Q12,survey_1,Q12,What is the sex that you were assigned at birth?,QID12,Male | Male,2,1.0,2.0,1.0,2.0,1.0,233,What is the sex that you were assigned at birth? Male | Male Q12,64,14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.97341792186696e-09,2.4400745078633168e-08,1.5829806568969014e-06,-6.252156088416094e-08,-9.24432874495042e-09,-2.6254509169460476e-05,8.290094633437468e-06,9.670909521454036e-07,4.562147344077379e-07,5.630381199151274e-07,4.573824606127025e-05,4.8252274580434465e-05,0.00011608761118326765,1.7335102644759933e-05,9.455179149233217e-05,-1.4385152114409925e-05,-2.692850721788254e-05,-0.00017594776342883786,1.0833231742797288e-05,-0.0006566607802749965,-2.8681675050755243e-05,-7.716214658751587e-05,-0.0007555321583081008,0.00028884342094385237,0.0006090478897147011,0.0003591598574828977,-0.0003944751261774622,0.0003732929869425883,-0.0021016769680532775,0.0006391267046846608,0.001471003893127152,-0.005772131813355122
survey_1::Q13,survey_1,Q13,How old are you?,QID13,50-64 | 50-64 | 50-64 | 50-64,4,1.0,4.0,-64.0,50.0,114.0,233,How old are you? 50-64 | 50-64 | 50-64 | 50-64 Q13,50,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028984485235587255,-0.0010817691175744161,-0.0002600831069575285,0.03184510257958947,0.003675808654626062,-0.0009783138444483855,-0.0007050492233854328,0.0002690423740149483,0.0001255671810694299,-0.01844759829907154,0.002407408867900118,0.0004504194865656254,0.01008252765680133,-0.0007050953291788081,0.0007178860931784357,0.031819269415022444,0.0064915560276570475,0.002826134284480304,0.004564634432125262,0.024450814507072538,0.012313507844856755,0.0023994925222564634,0.008176876752410002,0.012386849085374692,0.10865040774167624,0.011707528634069686,0.004563489456501911,-0.0010255234491544053,-0.0014951270444049157,-0.0069448250444867875,-0.007805923950038914,-0.004517490924202999
survey_1::Q14,survey_1,Q14,What is the highest level of schooling or degree that you have completed?,QID14,"College graduate/some postgrad | College graduate/some postgrad | Some college, no degree | College graduate/some postgrad | College graduate/some postgrad | High school graduate",6,1.0,6.0,1.0,6.0,5.0,233,"What is the highest level of schooling or degree that you have completed? College graduate/some postgrad | College graduate/some postgrad | Some college, no degree | College graduate/some postgrad | College graduate/some postgrad | High school graduate Q14",256,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.815786195322908e-06,1.230448306462092e-05,0.00030958347559500413,-0.00016914385881720693,0.0013853944245072417,0.0009989234476236483,-3.7018760016750235e-05,0.00010818416375029844,0.00018814829186951365,-4.903014290559857e-05,0.0007936011662368458,2.8697813558429883e-05,6.684839315071024e-05,6.868807439907561e-05,0.0014838128763135085,0.004885235294629282,-0.0042996048347790005,-5.464571920470859e-05,0.00012656958192047807,0.0008346838655994172,-0.000250896235523923,-0.0001883055689876785,-0.0014606340252612132,-0.0005927176695446746,0.00013850504067927319,0.00023861495595641573,0.0006661084196221874,0.001271675928942869,-0.006456645355640591,0.0013509492764384198,-0.0011996110756181098,0.0008896492223981556
survey_1::Q15,survey_1,Q15,What is your race or origin?,QID15,White | White | White | White | White,5,1.0,5.0,1.0,5.0,4.0,233,What is your race or origin? White | White | White | White | White Q15,70,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.987604304145672e-06,7.779226097225113e-06,1.9534405369295063e-05,-2.172383117233612e-05,3.8570715224866926e-05,-0.00010170680954095867,-0.00017119899809555562,0.00014041396140008572,0.00026383139496356886,-1.1471721241256982e-05,5.7788772440437896e-05,0.0008819638212881469,-2.6414783170047265e-05,2.9584430142097457e-05,5.368231175198557e-05,0.00022592354989831221,-9.94600684189622e-05,-0.0002342139102325129,-0.00020086325198877568,-0.00025765210167812,-0.00031558817347752645,-7.672315012844894e-05,-0.0013824564261130244,-0.00019725806649937736,0.0012977604373280334,-8.825663264872403e-05,-0.000680396420597459,0.001238177301853487,-0.0037377495520862654,0.0031286450754696117,-0.006472406790593978,0.003424498613504619
survey_1::Q16,survey_1,Q16,Are you a citizen of the United States?,QID16,Yes,1,1.0,1.0,1.0,1.0,,233,Are you a citizen of the United States? Yes Q16,47,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024259179878596718,0.007598156410754934,2.30346257507617e-06,-2.632757695673007e-05,-3.672750635253187e-05,-0.0011846019197493977,-6.533398831845997e-05,0.00021278454833163735,0.00019866522083506196,-0.00030052802927264696,0.0027442848460501696,0.003195145946251535,0.011990920555256399,-0.0007070265283292981,-0.0015156513019424743,0.0089769963397627,0.015512583479854283,0.0496539252971462,0.00665509143386982,0.011608944802411798,0.005217689703816654,0.0007821845671921365,0.005599136576944638,0.08124209499449325,0.005743087059882419,0.002107748962567209,0.006744381851901931,-0.004923381747002219,-0.006911912836705073,0.002372838239389459,-0.002267900821851323,0.010976123893956993
survey_1::Q17,survey_1,Q17,Which of these best describes you?,QID17,Married | Married | Never been married | Divorced | Married | Married,6,1.0,6.0,1.0,6.0,5.0,233,Which of these best describes you? Married | Married | Never been married | Divorced | Married | Married Q17,108,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011127239966984662,0.00010923674302395516,0.0016914036699606472,-0.001462006351538265,0.013191940813979987,-0.0048855307504420825,-0.004490684788692575,-0.00010900100092313122,-0.0024970739717427625,-5.441174708819348e-05,-0.004259469685326531,0.0010091650052575368,0.0011059771348487916,0.0012034459688611855,0.0050832474962739195,0.006533158526144711,-0.0015668037009626472,-0.0009562013304867095,-0.0019900770025234136,-0.01395414263330165,0.003854641033369228,0.00039321679187459964,0.04724097585017225,0.0012669717780719857,0.01551922310128971,0.002021485744728559,0.0014746715802330835,-0.036502205521578145,-0.005907039926956327,-0.0012751004450810488,-0.0037677354084715824,-0.003996877353020937
survey_1::Q18,survey_1,Q18,"What is your present religion, if any?",QID18,Protestant | Roman Catholic | Protestant | Agnostic | Atheist | Atheist | Agnostic | Atheist | Protestant | Protestant | Protestant | Protestant,12,1.0,12.0,1.0,12.0,11.0,233,"What is your present religion, if any? Protestant | Roman Catholic | Protestant | Agnostic | Atheist | Atheist | Agnostic | Atheist | Protestant | Protestant | Protestant | Protestant Q18",187,32,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0034991174422424045,-0.000260126317716394,-3.8699032216612275e-06,-0.011285427755497505,-0.001826680195909552,-5.404528516551066e-05,3.266350915104428e-05,0.0010031905255533508,-0.00047404748667694,0.0030783056157891184,3.5318863152543035e-05,9.781120320894941e-05,5.615168764417582e-06,1.5041622428170549e-05,-0.0001817540011771841,-0.0004315080604950484,0.000764019227779591,-0.0002779933466005778,0.007766522248132727,0.00550230261123226,-0.03406545792672023,-0.0073239373102549805,0.007672910305028484,0.0006362682069331549,0.0009812516365763765,-0.00020309342988488198,-0.001010695725782257,0.0017354365912820714,3.3225901020054636e-05,-3.598128459140155e-05,0.004624036590046302,0.003640969195752711
survey_1::Q19,survey_1,Q19,"Aside from weddings and funerals, how often do you attend religious services?",QID19,Never | Never | Never | Never | Never | Never,6,1.0,6.0,1.0,6.0,5.0,233,"Aside from weddings and funerals, how often do you attend religious services? Never | Never | Never | Never | Never | Never Q19",127,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.349557867515617e-12,-1.265333799897226e-10,-1.211595734186739e-09,1.2168681685190778e-08,-1.2515862974389423e-08,-3.1704460794367256e-08,-7.618429840151658e-07,4.193224540789727e-06,-1.2437869273602175e-06,5.537278667854257e-07,1.7080953470092735e-06,-2.5373681285690378e-05,4.442696818668316e-07,3.9496454330523015e-05,-3.1819753339479775e-05,4.456715187768343e-05,6.873325552284252e-05,3.759193380779409e-05,8.511371871170492e-05,0.00016188347154593582,0.00017165765932191708,3.327776791300406e-05,0.0002278026839480258,0.00034742750756921813,-0.0001562821599916321,4.785515622264831e-05,-0.00017893425196255247,4.077503473934605e-05,0.0011137367334136928,-0.0023138087829560634,5.7067311049097186e-05,0.0017529355448741278
survey_1::Q20,survey_1,Q20,"In politics today, do you consider yourself a",QID20,Republican | Democrat | Democrat | Republican,4,1.0,4.0,1.0,4.0,3.0,233,"In politics today, do you consider yourself a Republican | Democrat | Democrat | Republican Q20",95,16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.00038897534790810267,0.012180935126366888,-6.988099911253031e-05,-0.0008877492063655826,0.005969830151849736,-0.0008287952072821753,-0.0032086134308488452,0.002961083169255491,0.005545612380925713,-0.00013369523946878418,-0.0004452912320891749,-0.0002092856096713937,0.0002312313033081974,0.007043492949278166,-0.0008162518098791882,8.63809029753885e-05,-9.46659475635832e-06,-0.0019351090451909477,-0.0011634870420721615,0.00026726613002777885,-0.0002657521476800368,-0.00013853327137320037,7.70523226694075e-05,0.00030750472653043385,-0.0007186496597012577,-0.0006442046506394878,4.0399097117300154e-05,0.00028128533083326973,0.003444330127845482,-0.0016561911235697079,0.003463010618928629,0.002563070842268779
